http://m.ledevoir.com/article-516833,Le roman acoustique d’Olivier Adam ,"

Danielle Laurin
À Paris
",lire
http://m.ledevoir.com/article-516834,L’urgence de l’éveil ,"


May Telmissany
",opinion
http://m.ledevoir.com/article-516835,"Moi, Tonya (V.O., s.-t.f. de I, Tonya) ","

François Lévesque
",culture
http://m.ledevoir.com/article-516836,«C’était le chaos total»: Alex Harvey termine au 5e rang du 15 km départ de masse du Tour de ski ,"

La Presse canadienne 
",sports
http://m.ledevoir.com/article-516837,Catherine-Anne Toupin revient à l’écriture avec «La meute» ,"

Marie Labrecque
",culture
http://m.ledevoir.com/article-516838,"Mort de Stanley Hartt, chef de cabinet de l’ex-premier ministre Brian Mulroney ","

La Presse canadienne 
",non-classe
http://m.ledevoir.com/article-516839,Passagers coincés: poursuite contre Air Transat et l’OTC ,"

La Presse canadienne 
",societe
http://m.ledevoir.com/article-516840,René Fasel dit avoir besoin des joueurs de la LNH aux Jeux de Pékin ,"
John  Chidley-Hill - La Presse canadienne
",sports
http://m.ledevoir.com/article-516841,"Soeur Christiane Sibillotte, militante socialiste, féministe et indépendantiste, est décédée à 101 ans ","

Jean-François Nadeau
",societe
http://m.ledevoir.com/article-516842,Chris Terry et Matt Taormina au match des étoiles ,"

La Presse canadienne 
",sports
